@relation mfeat-weka.filters.unsupervised.attribute.Standardize

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
-0.644752,0.981193,0.058177,0.084934,-1.263774,0.741468,-2.187481,0.143815,-0.583988,-0.283429,-1.049795,0.050752,-0.806426,-0.795196,-0.890152,-0.656598,0.37616,-0.311147,0.050568,-0.249693,0.009687,0.217737,0.536167,-0.001119,-0.321525,1.016837,-0.038066,1.398647,-0.359292,-0.593522,0.816706,-0.080376,0.589184,0.444765,-0.389113,-0.126781,-0.285043,-1.097574,-0.499971,-0.888903,-0.835498,-1.028566,-1.211223,-0.006185,0.533698,-0.854164,-0.389494,-0.845192,0.219265,-0.843499,-1.499224,-0.830127,0.227861,-1.648667,-0.90157,-0.225182,-0.503074,-0.952172,0.482093,0.359884,-1.772205,-1.747714,1.288228,0.54649,-0.889567,-0.379943,0.011524,-0.101034,0.393374,-0.055458,-0.202338,-1.239863,0.364165,1.468219,0.574173,1.017795,3
0.658186,-0.902867,0.620249,-0.682671,-0.196389,0.288616,0.492604,0.866416,-0.688,-0.30634,-1.247558,-0.169336,0.970351,-0.561645,-1.209801,0.505017,0.323049,-1.290701,-1.114198,-0.019922,-0.174236,-0.925841,-0.753182,1.252852,-0.082074,-0.136135,-0.558426,0.520099,-0.38632,0.181277,0.167193,-1.381637,0.438176,-0.213968,0.791714,-1.216791,0.818527,-0.272637,-1.406097,-0.259217,0.5592,-0.438393,-0.107662,-0.559074,1.134197,-0.23136,0.157028,-0.57898,0.315947,0.306477,-0.460866,0.229843,0.217921,-0.508685,0.151407,1.532097,-0.215709,0.144501,1.225129,-1.670983,-0.147953,0.763238,-0.785672,1.876511,0.376345,-0.213205,1.845073,1.620733,0.025609,1.417252,0.731927,-1.011326,0.564139,-0.395421,-1.609058,-1.602061,7
-0.502794,0.88797,0.748668,-0.056146,0.922588,-0.296267,0.658283,0.973707,1.118282,0.755922,0.380474,-1.607514,1.325467,-1.226809,-0.629096,-1.245435,-0.472921,0.266772,-0.705365,-1.606208,-1.385568,0.568739,1.382567,-0.689635,-1.555719,0.234993,2.803621,-0.798715,0.150553,-0.172979,2.252147,0.580078,-0.627339,-0.916138,0.852683,1.680734,0.03784,-0.482968,-0.243601,1.73485,2.045729,-0.956764,1.022652,0.268686,-0.01456,-1.544023,1.21396,1.594375,-0.460998,-0.202812,2.439826,1.425381,-1.390497,1.222028,2.224207,0.530452,-0.836396,2.102526,2.770677,-0.702981,1.139561,3.93655,0.790801,-1.595521,3.312447,1.431791,-0.762428,-0.571152,1.630315,0.641672,-1.043635,-0.436516,1.548677,-0.587047,1.187124,-0.652847,5
1.134693,1.448808,0.305722,1.474829,-0.845603,-0.238851,-0.545625,0.776614,-0.34696,0.215992,-0.18509,0.508266,-0.228832,-0.552002,-0.272442,1.026591,-0.196888,-0.746457,-0.94161,0.282331,0.799138,-0.293847,-0.941667,-1.273562,1.175788,0.090203,-0.157596,-1.07443,-0.733319,0.909113,0.569094,-0.856647,-0.264475,-0.944755,0.368773,0.207473,0.152153,-0.799742,0.348067,0.766378,0.042712,0.134987,-0.152795,-0.19716,1.141418,1.095142,0.381282,-0.14603,1.373741,0.673795,-0.062611,0.337974,0.819964,1.005113,0.423759,-0.762377,0.34946,-0.338614,1.011131,-0.198906,0.473232,0.539172,-0.27038,-0.919357,-0.572147,0.766101,0.893701,-0.078674,-0.031583,-1.226895,-0.518443,-0.404423,0.758157,0.755581,2.118132,0.990602,2
-0.911664,-0.697389,1.11726,-1.97862,-0.14276,0.4548,0.807111,-0.751261,-0.239467,-0.772983,1.538712,0.499439,-0.657499,0.072314,-1.978715,-0.626188,0.145376,1.348558,-0.334749,0.333849,-0.634304,0.297004,0.70072,0.523999,0.153745,0.20351,-1.571666,0.709561,0.150384,1.328702,0.670773,-1.277726,-1.380786,-0.528573,0.0701,1.442575,0.582751,-0.976398,-0.715571,-0.957282,-0.124993,1.027845,1.235046,-0.872299,0.234808,1.62936,-0.34418,-0.294021,-0.646343,0.326328,-0.370356,-0.875075,0.015002,0.325378,1.692191,-0.469475,-0.307788,-1.605541,-0.697861,-1.360307,1.539939,-0.378049,0.722866,1.748021,0.10195,-0.26472,-0.422546,0.911219,0.586062,1.190869,0.988124,-1.353437,-0.028558,-0.8502,0.383863,-0.607373,7
-1.668115,1.032336,0.555663,0.148329,0.963952,0.378723,1.067253,0.508314,1.397942,1.301505,0.983859,-0.374617,0.115203,-0.365895,0.260877,0.982202,0.366603,-0.292915,1.173807,0.532598,3.083121,-0.388846,-0.117692,-0.214825,1.962258,0.990232,-1.228934,-1.112084,1.438498,1.451992,1.095474,-0.752864,-0.400166,2.041834,1.448795,-0.513115,-0.48457,0.477063,1.743638,-0.269296,0.157664,0.159166,0.580008,1.425074,-0.454566,0.115179,2.412419,0.997984,-0.33868,-0.258987,2.154575,1.848984,-0.971658,0.770387,0.179999,0.747633,-0.344065,-1.4709,-0.29371,2.808736,-0.541807,-0.499771,0.192356,1.377638,2.34887,-0.804837,1.130243,1.489672,0.215225,-0.749702,-0.169717,-0.207168,1.072466,-0.62171,1.919689,-1.019965,5
1.520218,0.719684,1.294265,-0.109667,0.033249,-0.624021,-0.322336,0.930316,0.264114,-1.029011,1.248133,-0.509596,0.938326,-0.826263,1.46515,-1.112956,1.707012,-1.49244,0.788172,-1.505229,1.900452,-1.286928,0.52345,-0.401701,1.379703,-0.771249,0.420675,0.52227,-0.116163,-0.778478,0.0353,0.465725,-0.333607,0.81479,-0.088853,0.063987,-0.077327,0.570404,0.019033,-0.428914,0.232251,0.480671,1.11877,0.208075,0.01368,-0.541863,-0.03501,1.273224,-0.664875,0.52607,1.163021,-0.4064,0.954433,0.010049,-1.394415,0.412801,-0.831471,0.064658,1.06614,1.656794,1.057987,1.017466,0.08739,-1.382045,0.175988,-1.607456,0.708943,1.210481,-0.151855,1.756399,1.502633,-0.133692,1.553057,0.437006,-0.213239,-0.279997,8
-1.354852,0.305349,-0.660008,-1.231387,-1.180577,-0.919822,1.199741,-0.315687,1.86628,-0.802362,0.40133,-1.256665,0.84224,0.824169,1.471019,1.446772,-0.019828,-1.451445,-1.044105,0.192008,0.201145,1.192944,0.09295,-0.812712,-0.502983,-0.176161,-0.723599,-0.373805,1.348141,1.092378,1.565754,-0.605473,-0.614684,-1.221571,1.660549,1.109242,-0.025357,0.580479,-0.474777,0.594197,-0.074983,0.042668,-1.064259,1.000342,1.800572,0.391641,-0.458867,-0.235477,1.553706,-0.630413,-0.983263,-1.06348,0.774038,-0.987499,-0.144898,-0.321343,0.422822,-0.135726,0.379634,0.11963,1.496582,0.014417,-1.03784,-1.19814,0.523477,-1.452492,-0.772239,-0.567267,0.076899,-0.757876,0.048937,0.217583,0.035054,-0.41972,-0.729538,-0.670469,6
-0.837169,0.067571,0.984621,-1.42609,1.078309,0.208733,0.00489,0.972043,1.000837,1.092487,-0.686912,-0.338798,1.508794,-0.313063,-0.556573,0.648928,-0.3474,0.276273,-0.929596,-1.377171,0.707239,-0.95393,-0.060558,-0.740965,-0.647924,-0.279933,-0.627963,0.07551,1.078423,-0.056171,0.419202,-0.686244,-0.729616,0.606461,0.673023,-0.714299,-1.494184,-0.112502,0.741218,-0.838394,-1.176665,-1.741311,0.426893,0.705329,-0.09957,-0.994412,1.108757,2.385121,-0.789347,-0.719154,1.737689,-0.132694,-1.997906,0.077496,0.524574,-1.253123,-0.548279,1.071329,0.80244,-0.573396,1.429818,1.114342,-0.577818,-1.18622,1.113746,-1.080346,-0.569164,-0.206211,0.532795,-0.213948,-0.446223,-1.11915,1.473715,-1.014488,-0.81634,-0.298152,5
-0.449925,-0.58255,1.406564,-1.528963,-0.033105,0.698386,-2.073972,0.883029,-1.177725,-0.509066,0.246953,0.981205,-0.292878,0.502619,-0.793728,0.225895,-0.081167,0.326015,0.21718,-0.009814,-0.295826,0.902017,0.206717,0.096817,-0.593744,-0.364057,-0.514947,1.425889,0.363692,-1.243897,0.46667,-0.989574,-1.055589,1.17666,-0.594623,-1.518352,0.636264,-1.712443,-0.843408,-0.051962,-1.60429,-1.395327,1.212706,-1.090526,-1.185073,-0.198096,-0.504132,-0.4112,-0.090277,-1.278316,-1.027432,0.331423,-0.681707,-0.685292,0.965465,0.055003,-0.06702,0.108619,1.096276,0.009544,0.119112,-0.017607,-0.261571,-1.479529,0.631687,-0.710985,0.060549,1.45292,-1.069875,-1.289823,0.155357,0.943172,0.096324,1.306772,1.51734,0.035928,3
0.100365,0.675369,0.50322,0.260083,-1.453253,0.50748,1.769104,-1.325515,1.35779,-1.305139,-0.803979,0.790545,0.853705,0.732351,-1.012772,-0.047667,-1.268119,-0.535654,2.848279,0.304895,0.001577,-0.764441,-0.583699,-0.514624,-0.459136,-0.374847,0.676844,0.309678,0.350411,0.118395,0.092768,0.879077,-0.028134,0.201841,1.125111,0.431784,-0.890341,-1.018224,0.554894,0.119085,-0.234648,0.707795,0.163518,-1.310757,0.245762,0.543142,-1.217755,-0.744448,-0.363516,-0.099064,-0.41278,0.323415,-0.231787,0.537965,0.661062,0.407158,0.365641,0.636365,-0.204502,-1.008332,0.031026,-0.599086,-0.880224,-1.240971,-0.480557,-0.768813,-0.138374,-1.432548,-0.331551,-1.083685,0.138423,-0.606342,-0.433938,-0.602505,-0.81535,-0.262016,5
-0.569567,0.411949,0.714493,0.314485,0.759453,0.635716,1.417767,-0.792042,0.655023,0.564913,0.398607,2.204409,-0.819982,-0.102078,-0.579565,-0.839774,3.142255,0.825338,-0.078695,1.090238,-0.407209,1.281138,1.053799,2.074534,2.227879,-0.128447,0.21526,1.212562,1.959261,1.600399,-0.78532,1.956699,-1.325782,2.381565,-1.06865,-0.054086,3.285909,-0.633884,-0.146135,0.643864,0.140648,2.358067,1.154528,1.173136,-0.780113,0.813155,0.829249,0.296818,-0.784132,2.608877,0.654337,-0.604741,0.006416,0.700857,-0.431146,0.016779,0.750275,-0.911927,-1.188948,-0.197724,-0.378303,-0.332534,0.498121,0.755524,-0.85796,0.771623,-0.108715,-0.192503,-0.280088,0.736375,0.715023,-0.803641,0.775084,-1.643946,0.872401,-1.544772,5
-0.135833,0.900936,-0.392954,0.59716,-0.49105,1.022984,1.83805,-0.980207,1.766212,2.043258,-0.656833,-0.363914,0.423229,1.241951,0.842946,1.201156,2.517902,-1.195239,-0.451164,-0.572545,0.965857,-0.684791,0.914872,1.103332,2.523109,-0.567358,0.750869,0.105305,0.676601,0.633339,1.43882,1.687294,-0.18898,-0.047166,-0.286578,0.317761,-0.522195,0.853051,2.007789,2.069042,-0.150262,0.84082,0.297269,-1.04863,0.596616,2.146247,-0.160765,2.488423,-0.201718,0.270959,0.069529,-1.350585,1.444977,0.13945,0.568564,1.581571,-0.065905,2.246211,-0.5186,0.498827,0.394273,-0.813124,0.515803,-0.618098,0.883019,0.74874,-1.016827,0.576912,-0.259463,0.21077,-0.070138,-1.149515,-0.192038,-1.545793,-1.318623,-1.032445,6
0.498464,-1.855461,-0.971797,-0.026933,-0.672399,0.232504,1.097087,0.965639,-1.865866,0.199189,-0.688629,0.318254,-0.431765,1.155365,-0.298225,1.472313,-0.705588,0.900441,-0.466488,0.814659,-0.242457,-1.495492,1.19733,0.560612,0.218799,-0.45325,0.583632,-1.040217,-0.762349,-0.200054,0.944806,-0.281544,0.024187,0.605733,0.970455,0.661913,0.32868,-0.781214,-0.562815,1.126924,0.560016,-0.437547,0.139066,1.323241,0.424536,1.121618,0.362309,-0.250742,0.059291,-0.805112,-0.432961,-1.471525,0.174436,-0.710932,0.30681,0.83012,-0.100833,0.645501,0.596415,-0.673076,0.927707,-0.423266,-0.067634,-0.865746,0.390812,-0.881887,-0.537898,0.189983,-1.481449,0.208835,0.43746,0.851483,0.629539,0.443306,-0.843101,-0.757857,10
1.099423,1.180586,0.170999,1.022372,-0.628772,1.959435,0.304331,1.109399,-0.835199,1.129816,-0.193303,-1.74797,1.68881,1.103411,1.112224,-0.018071,-0.142665,1.407864,-0.056607,-0.34138,-0.326498,-0.239647,0.510386,1.860973,-0.285088,-1.171607,-0.518741,1.265753,0.89406,0.167003,-1.298843,-0.149095,1.045049,1.22112,-0.26255,-1.061555,0.235706,1.492453,0.514984,-1.782862,-0.716412,1.308043,0.296997,0.178331,-0.11668,0.844569,0.624308,1.233821,0.130367,0.494451,0.301165,-0.135237,0.859129,0.929878,0.086607,-0.423618,1.238882,0.534524,0.935483,-0.249421,0.334719,-0.054518,-0.522487,-0.540441,0.047702,-0.188173,-1.369342,-1.446349,0.737913,-0.227471,0.389684,-1.00245,-0.221809,-0.513151,1.381562,-0.196131,4
-0.378505,1.074111,-0.645336,-0.393238,-1.140487,0.79469,-2.362168,0.324306,-0.909537,-0.651449,-0.601545,0.185901,-0.027043,-0.881276,-0.371291,-0.623872,0.79097,-1.057347,-0.237276,0.208873,-0.085485,-0.198945,-0.232735,-0.667827,0.754961,-0.995776,-0.47228,0.500979,0.101934,0.115913,-0.607565,-0.287545,1.406486,-0.630899,-1.357902,0.505576,0.978537,1.223336,-0.356786,-0.477217,1.121333,0.936746,0.377768,-0.814292,-1.756757,-1.074805,-0.266362,-0.967526,-0.93395,-0.565613,-1.067925,-0.518591,-0.522143,-0.628026,-1.326425,0.404685,-0.300585,-0.960672,-0.882401,0.813269,-0.87757,-0.04624,0.060629,0.270172,-1.113648,0.152258,-0.201192,-1.09568,-0.000958,0.466111,-0.918177,-1.397145,-0.2176,1.468621,0.882094,1.78297,3
1.109222,1.026546,1.123666,0.281097,-0.622738,-0.403411,-1.311574,0.267716,-1.484935,0.025513,0.014604,0.749544,0.02338,0.57303,-0.941119,0.697047,-0.227387,0.245449,-1.149818,0.079056,0.465648,0.172911,-0.407707,-0.763701,0.4074,-0.569728,0.042657,0.007662,-0.66203,0.18782,0.676348,-0.811448,-0.251322,0.136862,0.134847,-1.116892,0.314498,0.478161,0.096908,0.096004,0.248382,-0.067215,-0.121361,-0.217073,-0.958873,1.514512,0.840431,-0.693412,1.420081,-0.98513,-0.843529,1.314521,-0.43009,0.714817,0.747909,0.678576,0.394071,-0.121242,-0.927679,0.505288,-1.043277,-0.556886,1.594241,1.237437,0.455075,1.368784,-1.16626,0.139087,-0.961867,-0.173202,2.039088,1.568765,1.126256,1.700615,0.725363,0.496346,2
0.023734,0.33542,-1.456093,-2.162932,-1.402108,-0.79772,2.214708,-0.592171,2.602963,-1.270898,-0.116811,0.0584,-1.445235,1.80587,-0.626049,0.744365,-1.09558,-0.357155,2.173796,-0.08916,-0.514971,-0.708034,0.280619,-0.39433,-0.944574,-0.445147,-0.133096,-0.615999,0.444925,-0.476437,0.565056,-1.072627,-0.741087,0.543713,0.431343,-0.02631,-1.53147,0.494319,-1.286124,0.008033,-0.911965,-0.3706,-0.047357,-1.074093,0.901567,0.19538,-0.334324,-1.510734,0.651422,-0.448399,-0.490877,-0.399342,-0.24229,-0.3592,0.092855,-0.586631,0.465972,0.126886,-0.116916,-0.401102,0.287771,-0.749427,-0.65951,-0.770288,-0.417119,-0.497502,-0.418781,0.254984,-0.26257,-0.120097,-0.31098,-0.77871,-0.418498,-0.637105,-0.452264,-0.93984,6
