@relation C

@attribute attr0 numeric
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute class {1,-1}

@DATA
0.296996,0.125771,0.729650,-0.615431,0.186003,0.130194,-0.760411,0.002417,-0.405119,-0.515391,-1
-0.780684,0.808855,0.526904,0.509918,0.413486,0.412039,-0.913668,0.616703,0.855625,-0.303956,-1
-0.636496,0.196590,-0.137554,0.883898,-0.201519,-0.016712,0.123284,-0.345327,0.258177,0.626774,1
-0.217300,-0.363752,0.371847,0.280535,0.376208,0.145340,0.044346,-0.370437,0.587540,0.044041,1
0.558217,-0.239103,0.158994,0.566927,-0.467359,0.712527,0.384086,-0.541611,0.659159,-0.831707,1
0.849143,0.407075,-0.061096,0.575831,0.063821,0.719662,-0.182428,-0.866481,-0.193646,-0.913377,-1
-0.153471,-0.239532,0.638981,-0.053507,-0.594791,0.167169,0.467644,0.448003,-0.244375,0.496651,1
0.248395,-0.049559,0.328977,-0.639525,-0.853871,-0.320713,0.182347,-0.681042,-0.602732,-0.850523,-1
-0.697244,-0.790633,-0.639399,0.670534,-0.715588,-0.736855,0.696573,0.935483,-0.572732,-0.441242,-1
-0.356199,-0.948752,-0.947519,-0.853872,0.982349,-0.133014,0.947222,-0.030767,0.036241,0.023436,-1
0.435225,0.842263,-0.784645,-0.240112,-0.163602,0.176840,-0.853815,0.118796,-0.852441,-0.973670,-1
-0.552686,-0.208189,-0.568214,-0.370516,-0.025193,0.562799,0.967475,0.438537,0.597718,-0.688181,-1
-0.144638,0.504281,-0.644081,-0.880601,0.122282,0.694330,-0.346543,0.464860,-0.101374,-0.464323,-1
-0.749575,-0.019808,-0.015285,0.659426,-0.379712,0.536835,-0.983345,0.501798,0.893965,-0.147904,-1
0.551208,-0.338545,0.552764,-0.320208,-0.493438,-0.663778,0.178742,0.161947,-0.501876,-0.618947,-1
0.502695,0.424109,0.670125,-0.546359,-0.398269,-0.661323,0.269267,-0.584584,-0.986227,0.117499,1
-0.174970,-0.852142,0.547240,-0.104205,-0.518630,0.266423,0.873231,-0.256151,0.560128,-0.906876,-1
-0.925175,-0.629895,-0.332384,-0.155610,0.633171,-0.118303,-0.728968,-0.854235,0.083544,-0.203072,-1
0.011712,-0.864984,0.506037,-0.638837,-0.220633,-0.919473,-0.561414,-0.160930,-0.528107,0.243944,-1
-0.218660,-0.569185,0.686383,-0.431204,-0.355566,-0.162507,-0.905421,0.231565,0.691304,-0.288222,-1
0.808964,-0.733452,0.790471,0.650793,0.041749,-0.072389,-0.594467,0.630921,0.624705,-0.708314,-1
-0.359594,0.587934,0.867283,-0.632867,-0.265379,0.435455,-0.752413,0.875149,0.453243,0.707730,-1
0.531068,0.279416,0.037959,-0.349361,-0.978710,0.744153,-0.125538,-0.254932,0.025945,-0.104132,-1
